dataset,speaker_id,l1,gender,utterance_id,textgrid_path,tier_name,start_time,end_time,label,normalized_label,possible_error_type
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,1.960000,1.990000,R,R,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,1.990000,2.080000,IY0,IY0,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,2.080000,2.150000,AH0,AH0,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,2.150000,2.300000,N,N,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,2.300000,2.790000,sp,sp,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,2.790000,3.000000,S,S,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.000000,3.080000,EH1,EH1,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.080000,3.120000,"D,sil,d","D,sil,d",deletion
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.120000,3.160000,sp,sp,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.160000,3.230000,W,W,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.230000,3.280000,IH1,IH1,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.280000,3.390000,"DH,D,s","DH,D,s",substitution
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.390000,3.430000,AH0,AH0,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.430000,3.560000,B,B,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.560000,3.620000,R,R,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.620000,3.730000,AY1,AY1,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.730000,3.820000,T,T,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.820000,3.860000,AH0,AH0,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.860000,3.900000,N,N,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.900000,3.940000,IH0,IH0,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.940000,3.990000,"NG,N,s","NG,N,s",substitution
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,3.990000,4.120000,F,F,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,4.120000,4.270000,EY1,EY1,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,4.270000,4.510000,S,S,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,phones,4.510000,4.531701,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,0.000000,0.220000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,0.220000,0.250000,"l,sil,d","l,sil,d",deletion
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,0.250000,0.520000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,0.520000,0.640000,"l,w,s","l,w,s",substitution
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,0.640000,1.180000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,1.180000,1.270000,"ð,d,s","ð,d,s",substitution
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,1.270000,1.870000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,1.870000,1.930000,"ɹ,sil,d","ɹ,sil,d",deletion
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,1.930000,1.960000,"ɛ,sil,d","ɛ,sil,d",deletion
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,1.960000,3.080000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,3.080000,3.120000,"d,sil,d","d,sil,d",deletion
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,3.120000,3.280000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,3.280000,3.390000,"ð,d,s","ð,d,s",substitution
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,3.390000,3.940000,,,unknown
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,3.940000,3.990000,"ŋ,n,s","ŋ,n,s",substitution
l2_arctic,HQTV,Vietnamese,M,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/annotation/arctic_b0534.TextGrid,IPA,3.990000,4.531701,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,0.000000,0.230000,for,for,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,0.230000,0.310000,the,the,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,0.310000,1.070000,twentieth,twentieth,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,1.070000,1.100000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,1.100000,1.640000,time,time,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,1.640000,1.830000,that,that,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,1.830000,2.400000,evening,evening,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,2.400000,2.500000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,2.500000,2.620000,the,the,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,2.620000,2.980000,two,two,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,2.980000,3.260000,men,men,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,3.260000,3.530000,shook,shook,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,3.530000,4.020000,hands,hands,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,words,4.020000,4.116100,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.000000,0.130000,F,F,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.130000,0.200000,AO1,AO1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.200000,0.230000,"R,sil,d ","R,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.230000,0.260000,DH,DH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.260000,0.310000,AH1,AH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.310000,0.430000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.430000,0.470000,W,W,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.470000,0.550000,EH1,EH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.550000,0.630000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.630000,0.720000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.720000,0.780000,IY0,IY0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.780000,0.920000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,0.920000,1.070000,TH,TH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.070000,1.100000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.100000,1.230000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.230000,1.490000,AY1,AY1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.490000,1.640000,M,M,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.640000,1.690000,"DH,D,s ","DH,D,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.690000,1.760000,AE1,AE1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.760000,1.830000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.830000,1.930000,IY1,IY1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,1.930000,2.007864,V,V,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.007864,2.070000,"sil,IH0,a","sil,IH0,a",addition
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.070000,2.130000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.130000,2.270000,IH0,IH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.270000,2.400000,NG,NG,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.400000,2.500000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.500000,2.560000,"DH,D,s ","DH,D,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.560000,2.620000,AH0,AH0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.620000,2.780000,T,T,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.780000,2.980000,UW1,UW1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,2.980000,3.070000,M,M,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.070000,3.180000,EH1,EH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.180000,3.260000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.260000,3.390000,SH,SH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.390000,3.440000,UH1,UH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.440000,3.530000,K,K,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.530000,3.600000,HH,HH,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.600000,3.710000,AE1,AE1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.710000,3.830000,N,N,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,3.830000,4.020000,"Z,S,s ","Z,S,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,4.020000,4.100000,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,phones,4.100000,4.116100,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,0.000000,0.200000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,0.200000,0.230000,"ɹ,sil,d ","ɹ,sil,d",deletion
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,0.230000,1.640000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,1.640000,1.690000,"ð,d,s ","ð,d,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,1.690000,2.007864,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,2.007864,2.070000,"sil,ɪ,s","sil,ɪ,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,2.070000,2.500000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,2.500000,2.560000,"ð,d,s ","ð,d,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,2.560000,3.830000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,3.830000,4.020000,"z,s,s ","z,s,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0003,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0003.TextGrid,IPA,4.020000,4.116100,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,0.000000,0.050000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,0.050000,0.230000,will,will,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,0.230000,0.440000,we,we,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,0.440000,0.646476,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,0.646476,0.950000,ever,ever,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,0.950000,1.340000,forget,forget,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,1.340000,1.490000,it,it,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,words,1.490000,1.550000,,,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.000000,0.050000,sil,sil,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.050000,0.130000,W,W,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.130000,0.200000,IH1,IH1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.200000,0.230000,"L,W,s","L,W,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.230000,0.290000,W,W,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.290000,0.440000,IY1,IY1,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.440000,0.646476,sp,sp,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.646476,0.780000,"EH1,AE1,s","EH1,AE1,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.780000,0.880000,V,V,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.880000,0.950000,"ER0,AH0,s ","ER0,AH0,s",substitution
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,0.950000,1.010000,F,F,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,1.010000,1.040000,AO0,AO0,unknown
l2_arctic,PNV,Vietnamese,M,arctic_a0005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/annotation/arctic_a0005.TextGrid,phones,1.040000,1.090000,"R,sil,d ","R,sil,d",deletion
