dataset,speaker_id,l1,gender,split,audio_path,utterance_id,start_time,end_time,label,error_type,target_text
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.520000,2.570000,"j,sil,d",deletion,My right foot feels like that of a Chinese debutante
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.730000,2.760000,"ɑ,ə,s",substitution,My right foot feels like that of a Chinese debutante
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.810000,2.840000,"t,sil,d",deletion,My right foot feels like that of a Chinese debutante
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,0.050000,0.150000,"DH,D,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,0.150000,0.240000,"EY1,EH,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,0.940000,1.030000,"IH1,IY,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.130000,1.170000,"ER0,AH,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.170000,1.310000,"AE1,EH,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.310000,1.350000,"T,sil,d",deletion,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.350000,1.380000,"DH,D,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.890000,1.980000,"AE1,EH,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,2.030000,2.120000,"D,sil,d",deletion,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,2.460000,2.500000,"D,S,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,2.700000,2.760000,"R,sil,d",deletion,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,3.230000,3.280000,"ER0,AH,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,0.050000,0.150000,"ð,d,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,0.150000,0.240000,"e,ɛ,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,0.940000,1.030000,"ɪ,i,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.130000,1.170000,"ɚ,ə,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.170000,1.310000,"æ,ɛ,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.310000,1.350000,"t,sil,d",deletion,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.350000,1.380000,"ð,d,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.890000,1.980000,"æ,ɛ,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,2.030000,2.120000,"d,sil,d",deletion,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,2.460000,2.500000,"d,s,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,2.700000,2.760000,"ɹ,sil,d",deletion,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,3.230000,3.280000,"ɚ,ə,s",substitution,They ate dinner at the fifth and rested for two hours
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,0.320000,0.420000,"IH1,IY,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,0.420000,0.470000,"R,IH,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,0.710000,0.810000,"OW1,AO,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.040000,1.110000,"EY1,EH,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.110000,1.210000,"V,F,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.360000,1.430000,"P,F,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.820000,1.850000,"IH0,sil,d",deletion,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.850000,1.880000,"Z,sil,d",deletion,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,2.380000,2.420000,"R,AH,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,2.420000,2.480000,"DH,D,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,0.320000,0.420000,"ɪ,i,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,0.420000,0.470000,"ɹ,ɪ,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,0.710000,0.810000,"o,ɔ,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.040000,1.110000,"e,ɛ,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.110000,1.210000,"v,f,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.360000,1.430000,"p,f,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.820000,1.850000,"ɪ,sil,d",deletion,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.850000,1.880000,"z,sil,d",deletion,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,2.380000,2.420000,"ɹ,ə,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,2.420000,2.480000,"ð,d,s",substitution,Two years ago I gave up civilization for this
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,0.030000,0.200000,"SH,S,s",substitution,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,0.470000,0.530000,"D,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,0.880000,0.950000,"D,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.150000,1.220000,"M,NG,s",substitution,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.500000,1.530000,"D,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.530000,1.560000,"AH0,EH,s",substitution,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.560000,1.590000,"N,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.590000,1.620000,"D,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.880000,1.910000,"R,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,0.030000,0.200000,"ʃ,s,s",substitution,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,0.470000,0.530000,"d,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,0.880000,0.950000,"d,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.150000,1.220000,"m,ŋ,s",substitution,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.500000,1.530000,"d,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.530000,1.560000,"æ,ɛ,s",substitution,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.560000,1.590000,"n,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.590000,1.620000,"d,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,arctic_a0123,1.880000,1.910000,"ɹ,sil,d",deletion,She had died from cold and starvation
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,0.250000,0.380000,"AO1,UH,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,0.770000,0.910000,"ER1,AH,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,1.020000,1.230000,"AH0,AY,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,1.230000,1.290000,"N,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,1.290000,1.330000,"D,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.190000,2.240000,"EY0,EH,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.410000,2.500000,"EY1,EH,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.880000,2.930000,"R,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.930000,2.960000,"sil,K,a",addition,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.170000,3.250000,"ER1,UH,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.560000,3.640000,"L,N,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.640000,3.690000,"D,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.890000,3.970000,"AA1,AO,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,4.410000,4.460000,"L,W,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,4.460000,4.490000,"F,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,0.250000,0.380000,"ɔ,ʊ,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,0.770000,0.910000,"ɚ,ə,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,1.020000,1.230000,"ə,ɑɪ,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,1.230000,1.290000,"n,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,1.290000,1.330000,"d,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.190000,2.240000,"e,ɛ,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.410000,2.500000,"e,ɛ,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.880000,2.930000,"ɹ,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.930000,2.960000,"sil,k,a",addition,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.170000,3.250000,"ə,ʊ,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.560000,3.640000,"l,n,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.640000,3.690000,"d,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,3.890000,3.970000,"ɑ,ɔ,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,4.410000,4.460000,"l,w,s",substitution,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,4.460000,4.490000,"f,sil,d",deletion,He was determined now to maintain a more certain hold upon himself
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,0.640000,0.780000,"SH,S,s",substitution,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,1.130000,1.200000,"EY1,EH,s",substitution,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,1.710000,1.780000,"R,sil,d",deletion,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,2.710000,2.770000,"L,sil,d",deletion,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,3.170000,3.240000,"V,P,s",substitution,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,0.640000,0.780000,"ʃ,s,s",substitution,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,1.130000,1.200000,"e,ɛ,s",substitution,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,1.710000,1.780000,"ɹ,sil,d",deletion,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,2.710000,2.770000,"l,sil,d",deletion,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,arctic_a0126,3.170000,3.240000,"v,p,s",substitution,Each day she became a more vital part of him
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.380000,0.460000,"T,S,s",substitution,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.630000,0.660000,"Z,sil,d",deletion,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.660000,0.690000,"AH0,sil,d",deletion,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,1.540000,1.690000,"T,Z,s",substitution,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,2.170000,2.300000,"Z,S,s",substitution,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.380000,0.460000,"t,s,s",substitution,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.630000,0.660000,"z,sil,d",deletion,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.660000,0.690000,"ə,sil,d",deletion,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,1.540000,1.690000,"t,z,s",substitution,It was a temptation but he resisted it
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,2.170000,2.300000,"z,s,s",substitution,It was a temptation but he resisted it
