speaker_id,utterance_id,audio_path,start_time,end_time,true_error_type,stage1_prediction,stage1_confidence,stage2_prediction,stage2_confidence,predicted_error_type,confidence,is_correct,prob_stage1_addition,prob_stage1_non_addition,prob_stage2_deletion,prob_stage2_substitution
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,1.66,1.73,deletion,addition,0.545382559299469,,,addition,0.545382559299469,False,0.545382559299469,0.454617440700531,,
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,2.29,2.34,substitution,non_addition,0.5411960482597351,deletion,0.5449091196060181,deletion,0.5449091196060181,False,0.4588039219379425,0.5411960482597351,0.5449091196060181,0.4550909101963043
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,3.698202,4.030929,deletion,addition,0.5444909930229187,,,addition,0.5444909930229187,False,0.5444909930229187,0.4555089771747589,,
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,0.25,0.32,substitution,addition,0.5430908203125,,,addition,0.5430908203125,False,0.5430908203125,0.4569091498851776,,
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,1.25,1.34,substitution,addition,0.5430124402046204,,,addition,0.5430124402046204,False,0.5430124402046204,0.45698752999305725,,
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,2.22,2.27,deletion,non_addition,0.5621669888496399,substitution,0.5427263975143433,substitution,0.5427263975143433,False,0.4378330111503601,0.5621669888496399,0.45727357268333435,0.5427263975143433
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,0.59,0.65,substitution,addition,0.542046308517456,,,addition,0.542046308517456,False,0.542046308517456,0.45795372128486633,,
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.31,0.38,deletion,addition,0.5397974252700806,,,addition,0.5397974252700806,False,0.5397974252700806,0.46020257472991943,,
HQTV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,3.1,3.18,deletion,non_addition,0.5056091547012329,substitution,0.5381616950035095,substitution,0.5381616950035095,False,0.4943908452987671,0.5056091547012329,0.46183836460113525,0.5381616950035095
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.3,0.36,substitution,addition,0.5368396639823914,,,addition,0.5368396639823914,False,0.5368396639823914,0.46316030621528625,,
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.89,0.93,substitution,non_addition,0.5640625953674316,deletion,0.5338146686553955,deletion,0.5338146686553955,False,0.43593740463256836,0.5640625953674316,0.5338146686553955,0.4661853611469269
PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,0.96,1.03,deletion,addition,0.5333900451660156,,,addition,0.5333900451660156,False,0.5333900451660156,0.466609925031662,,
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.51,3.59,substitution,addition,0.5323128700256348,,,addition,0.5323128700256348,False,0.5323128700256348,0.46768712997436523,,
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.22,2.28,substitution,addition,0.5313791036605835,,,addition,0.5313791036605835,False,0.5313791036605835,0.46862083673477173,,
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,3.45,3.52,deletion,addition,0.5271813869476318,,,addition,0.5271813869476318,False,0.5271813869476318,0.47281864285469055,,
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,1.25,1.31263,substitution,addition,0.5255270600318909,,,addition,0.5255270600318909,False,0.5255270600318909,0.47447291016578674,,
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,4.126406,4.179873,addition,non_addition,0.5563763976097107,deletion,0.5252940058708191,deletion,0.5252940058708191,False,0.4436235725879669,0.5563763976097107,0.5252940058708191,0.4747060239315033
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,2.91,2.96,deletion,non_addition,0.5196805000305176,substitution,0.5240856409072876,substitution,0.5240856409072876,False,0.48031947016716003,0.5196805000305176,0.4759143590927124,0.5240856409072876
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,1.55,1.62,deletion,addition,0.5237129926681519,,,addition,0.5237129926681519,False,0.5237129926681519,0.47628700733184814,,
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,4.16,4.42,substitution,addition,0.5223562121391296,,,addition,0.5223562121391296,False,0.5223562121391296,0.477643758058548,,
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,2.23,2.29,substitution,addition,0.5176081657409668,,,addition,0.5176081657409668,False,0.5176081657409668,0.482391893863678,,
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,1.16,1.23,deletion,addition,0.5173439979553223,,,addition,0.5173439979553223,False,0.5173439979553223,0.4826560318470001,,
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.04,1.17,substitution,addition,0.517132043838501,,,addition,0.517132043838501,False,0.517132043838501,0.4828679859638214,,
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,2.69,2.75,deletion,addition,0.5153913497924805,,,addition,0.5153913497924805,False,0.5153913497924805,0.48460862040519714,,
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.82,1.88,deletion,non_addition,0.546103298664093,substitution,0.5147628784179688,substitution,0.5147628784179688,False,0.4538966417312622,0.546103298664093,0.48523715138435364,0.5147628784179688
HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,0.49,0.55,deletion,addition,0.5139034986495972,,,addition,0.5139034986495972,False,0.5139034986495972,0.48609650135040283,,
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,5.1,5.15,deletion,non_addition,0.5456042885780334,substitution,0.5134928822517395,substitution,0.5134928822517395,False,0.45439568161964417,0.5456042885780334,0.4865071177482605,0.5134928822517395
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,1.88,1.97,substitution,addition,0.5133666396141052,,,addition,0.5133666396141052,False,0.5133666396141052,0.48663339018821716,,
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,0.13,0.2,deletion,addition,0.513145923614502,,,addition,0.513145923614502,False,0.513145923614502,0.48685404658317566,,
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,0.23,0.29,deletion,addition,0.5129196643829346,,,addition,0.5129196643829346,False,0.5129196643829346,0.4870803654193878,,
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.67,0.71,substitution,non_addition,0.5809370875358582,deletion,0.5127165913581848,deletion,0.5127165913581848,False,0.41906291246414185,0.5809370875358582,0.5127165913581848,0.4872834086418152
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,0.26,0.33,substitution,addition,0.5104182362556458,,,addition,0.5104182362556458,False,0.5104182362556458,0.489581823348999,,
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.83,0.89,substitution,addition,0.5103714466094971,,,addition,0.5103714466094971,False,0.5103714466094971,0.4896285831928253,,
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,4.5,4.57,deletion,addition,0.5082818269729614,,,addition,0.5082818269729614,False,0.5082818269729614,0.4917181730270386,,
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.25,0.33,substitution,addition,0.5072829127311707,,,addition,0.5072829127311707,False,0.5072829127311707,0.49271708726882935,,
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,2.24,2.32,substitution,addition,0.5045788288116455,,,addition,0.5045788288116455,False,0.5045788288116455,0.4954211413860321,,
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.88,0.96,deletion,addition,0.503452718257904,,,addition,0.503452718257904,False,0.503452718257904,0.49654725193977356,,
TLV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0527.wav,0.43,0.5,substitution,addition,0.5030401349067688,,,addition,0.5030401349067688,False,0.5030401349067688,0.4969598352909088,,
PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,1.53,1.63,substitution,addition,0.5030100345611572,,,addition,0.5030100345611572,False,0.5030100345611572,0.49698999524116516,,
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,0.18,0.28,substitution,addition,0.5011231303215027,,,addition,0.5011231303215027,False,0.5011231303215027,0.4988768994808197,,
TLV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,2.29,2.35,substitution,addition,0.5005068182945251,,,addition,0.5005068182945251,False,0.5005068182945251,0.49949324131011963,,
