split,speaker_id,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,audio_path,target_text
val,THV,arctic_b0355,1.410000,1.440000,"ɪ,i,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,THV,arctic_b0355,1.551256,1.700000,"sil,ʃ,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,THV,arctic_b0355,3.290000,3.340000,"k,k*,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,THV,arctic_b0355,5.550000,5.630000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,THV,arctic_b0358,0.380000,0.410000,"P,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0358,2.120000,2.160000,"Z,Y,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0358,4.370000,4.470000,"L,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0358,0.380000,0.410000,"p,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0358,1.550000,1.620000,"f,ʔ,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0358,2.120000,2.160000,"z,j,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0358,4.370000,4.470000,"l,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,THV,arctic_b0380,2.020000,2.110000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,THV,arctic_b0380,2.930000,2.980000,"sil,G,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,THV,arctic_b0380,2.020000,2.110000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,THV,arctic_b0380,2.930000,2.980000,"sil,g,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,THV,arctic_b0386,0.620000,0.650000,"AH0,S,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,2.143290,2.202428,"sil,AH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,2.450000,2.490000,"R,AH,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,3.040000,3.110000,"N,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,0.620000,0.650000,"ə,s,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,2.143290,2.202428,"sil,ə,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,2.450000,2.490000,"ɹ,ə,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0386,3.040000,3.110000,"n,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,THV,arctic_b0393,0.350000,0.400000,"Z,S,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,0.720000,0.770000,"L,W,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,2.477801,2.500000,"NG,N,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,2.500000,2.530000,"sil,ZH,a",addition,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,0.350000,0.400000,"z,s,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,0.720000,0.770000,"l,w,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,2.477801,2.500000,"ŋ,n,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0393,2.500000,2.530000,"sil,ʒ,a",addition,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,THV,arctic_b0416,2.520000,2.570000,"N,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,THV,arctic_b0416,2.671964,2.740000,"sil,IH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,THV,arctic_b0416,2.520000,2.570000,"n,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,THV,arctic_b0416,2.671964,2.740000,"sil,ɪ,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,THV,arctic_b0422,0.820000,0.850000,"IY0,IH,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,THV,arctic_b0422,0.880000,0.930000,"K,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,THV,arctic_b0422,2.190000,2.250000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,THV,arctic_b0422,0.820000,0.850000,"i,ɪ,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,THV,arctic_b0422,0.880000,0.930000,"k,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,THV,arctic_b0422,2.190000,2.250000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,THV,arctic_b0425,0.350000,0.420000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,1.800000,1.880000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,2.226254,2.270000,"sil,D,a",addition,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,2.350000,2.400000,"N,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,3.360000,3.510270,"sil,CH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,0.350000,0.420000,"ɹ,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,1.800000,1.880000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,2.226254,2.270000,"sil,d,a",addition,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,2.350000,2.400000,"n,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0425,3.360000,3.510270,"sil,tʃ,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0315,0.300000,0.390000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,0.390000,0.420000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,1.350000,1.590000,"L,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,1.700000,1.740000,"AA2,AO,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,0.300000,0.390000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,0.390000,0.420000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,1.350000,1.590000,"l,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,1.700000,1.740000,"ɑ,ɔ,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0320,0.240000,0.270000,"sil,G,a",addition,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,1.080000,1.220000,"Z,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,3.932536,4.030000,"sil,TH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,5.760000,5.921592,"sil,S,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,0.237285,0.270000,"sil,g,a",addition,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,1.080000,1.220000,"z,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,3.932536,4.030000,"sil,θ,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,5.760000,5.922385,"sil,s,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0323,1.480000,1.530000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,TLV,arctic_b0323,1.480000,1.530000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,TLV,arctic_b0342,1.950000,2.030000,"Y,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,TLV,arctic_b0342,1.950000,2.030000,"j,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,TLV,arctic_b0355,0.450000,0.490000,"P,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,0.550000,0.600000,"AA1,AO,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,1.420000,1.460000,"V,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,2.710000,2.750000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,3.060000,3.120000,"ER1,AH,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,0.450000,0.490000,"p,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,0.550000,0.600000,"ɑ,ɔ,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,1.420000,1.460000,"v,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,2.710000,2.750000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,3.060000,3.120000,"ɚ,ə,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0358,0.470000,0.500000,"P,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,0.810000,0.920000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,1.290000,1.349988,"T,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,0.470000,0.500000,"p,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,0.810000,0.920000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,1.290000,1.349988,"t,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0380,0.840000,0.970000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0380,2.570000,2.680000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0380,0.840000,0.970000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0380,2.570000,2.680000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0386,1.730000,1.790000,"HH,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,2.770000,2.850000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,1.730000,1.790000,"h,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,2.110000,2.210000,"d,ð,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,2.770000,2.850000,"ɹ,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0393,0.640000,0.730000,"L,W,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0393,0.989043,1.072969,"sil,S,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0393,2.550000,2.600000,"D,S,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0393,0.640000,0.730000,"l,w,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0393,0.989043,1.072969,"sil,s,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0393,2.550000,2.600000,"d,s,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0415,2.860000,2.960000,"sil,K,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,TLV,arctic_b0415,2.860000,2.960000,"sil,k,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,TLV,arctic_b0416,1.820000,1.900000,"T,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,2.890000,2.970000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,3.610000,3.640000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,1.820000,1.900000,"t,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,2.890000,2.970000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,3.610000,3.640000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0422,0.480000,0.510000,"AO1,OW,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0422.wav,This was when the explosion occurred
val,TLV,arctic_b0422,0.480000,0.510000,"ɔ,o,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0422.wav,This was when the explosion occurred
val,TLV,arctic_b0425,0.240000,0.310000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,1.510000,1.655223,"sil,ZH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.290000,2.440000,"L,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.900000,3.028772,"sil,ZH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,3.420000,3.500000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,0.240000,0.310000,"ɹ,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.290000,2.440000,"l,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.900000,3.028772,"sil,ʒ,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,3.420000,3.500000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
test,HQTV,arctic_b0465,3.974560,4.070000,"sil,N,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,HQTV,arctic_b0465,3.974560,4.070000,"sil,n,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,HQTV,arctic_b0469,0.710000,0.740000,"IY1,AW,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,0.770000,0.850000,"AH0,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,0.850000,0.990000,"L,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,1.340000,1.370000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0481,0.574935,0.680000,"sil,K,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0481,2.210000,2.260000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0481,2.470000,2.510000,"L,IH,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0481,2.570345,2.643577,"sil,IH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
