evaluation_slice,split,speaker_id,l1,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
val,val,THV,Vietnamese,arctic_b0380,2.93,2.98,"sil,G,a",addition,deletion,0.5796207785606384,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,THV,Vietnamese,arctic_b0380,3.33,3.48,"NG,N,s",substitution,deletion,0.541241466999054,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,THV,Vietnamese,arctic_b0386,0.11,0.251458,"AY1,AA,s",substitution,addition,0.5243351459503174,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,THV,Vietnamese,arctic_b0386,0.62,0.65,"AH0,S,s",substitution,deletion,0.6009905338287354,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,THV,Vietnamese,arctic_b0386,2.0,2.05,"AE1,EH,s",substitution,addition,0.7353399991989136,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,THV,Vietnamese,arctic_b0386,2.45,2.49,"R,AH,s",substitution,deletion,0.5358807444572449,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,THV,Vietnamese,arctic_b0386,3.63,3.71,"ER0,AH,s",substitution,addition,0.48743295669555664,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,THV,Vietnamese,arctic_b0393,0.35,0.4,"Z,S,s",substitution,addition,0.41674795746803284,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,THV,Vietnamese,arctic_b0393,0.72,0.77,"L,W,s",substitution,deletion,0.5633881688117981,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,THV,Vietnamese,arctic_b0393,2.03,2.08,"P,B,s",substitution,deletion,0.7345842123031616,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,THV,Vietnamese,arctic_b0393,2.477801,2.5,"NG,N,s",substitution,deletion,0.6894734501838684,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,THV,Vietnamese,arctic_b0393,2.5,2.53,"sil,ZH,a",addition,deletion,0.6822174191474915,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,THV,Vietnamese,arctic_b0422,0.82,0.85,"IY0,IH,s",substitution,deletion,0.4341158866882324,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,val,THV,Vietnamese,arctic_b0422,0.88,0.93,"K,sil,d",deletion,addition,0.511070728302002,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0422.wav,This was when the explosion occurred
val,val,THV,Vietnamese,arctic_b0425,0.51,0.59,"ER1,AH,s",substitution,addition,0.3591845631599426,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,THV,Vietnamese,arctic_b0425,1.4,1.52,"N,NG,s",substitution,addition,0.4379686117172241,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,THV,Vietnamese,arctic_b0425,2.27,2.35,"AE1,EH,s",substitution,addition,0.4827086329460144,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,THV,Vietnamese,arctic_b0425,2.35,2.4,"N,sil,d",deletion,addition,0.5330562591552734,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,THV,Vietnamese,arctic_b0425,2.84,2.93,"ER0,AH,s",substitution,addition,0.532016932964325,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,THV,Vietnamese,arctic_b0425,3.36,3.51027,"sil,CH,a",addition,substitution,0.8248926997184753,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0315,0.39,0.42,"DH,D,s",substitution,deletion,0.6063713431358337,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TLV,Vietnamese,arctic_b0315,1.7,1.74,"AA2,AO,s",substitution,deletion,0.4932715892791748,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TLV,Vietnamese,arctic_b0315,1.81,1.88,"ER0,AH,s",substitution,addition,0.4851568937301636,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TLV,Vietnamese,arctic_b0315,1.88,1.99,"S,SH,s",substitution,addition,0.601708173751831,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TLV,Vietnamese,arctic_b0315,3.77,3.91,"L,W,s",substitution,deletion,0.5732865929603577,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TLV,Vietnamese,arctic_b0320,0.24,0.27,"sil,G,a",addition,deletion,0.7761716842651367,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0320,1.08,1.22,"Z,sil,d",deletion,substitution,0.7332260012626648,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0320,2.95,3.01,"AA1,OW,s",substitution,deletion,0.45203685760498047,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0320,3.17,3.28,"AH0,IH,s",substitution,addition,0.7773553133010864,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0320,3.932536,4.03,"sil,TH,a",addition,substitution,0.6378677487373352,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0320,5.13,5.23,"V,B,s",substitution,deletion,0.558041512966156,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0320,5.76,5.921592,"sil,S,a",addition,substitution,0.8353477716445923,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,TLV,Vietnamese,arctic_b0323,0.0,0.05,"K,G,s",substitution,deletion,0.5862122178077698,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,val,TLV,Vietnamese,arctic_b0323,0.63,0.68,"AE1,IH,s",substitution,addition,0.5104053616523743,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,val,TLV,Vietnamese,arctic_b0323,3.8,3.86,"ER0,AH,s",substitution,addition,0.44649291038513184,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,val,TLV,Vietnamese,arctic_b0342,1.22,1.28,"EY1,EH,s",substitution,addition,0.4175954759120941,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,TLV,Vietnamese,arctic_b0342,1.95,2.03,"Y,sil,d",deletion,addition,0.6174864172935486,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,TLV,Vietnamese,arctic_b0355,0.45,0.49,"P,B,s",substitution,deletion,0.7697212100028992,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0355,0.55,0.6,"AA1,AO,s",substitution,deletion,0.650799036026001,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0355,0.82,0.9,"IH0,IY,s",substitution,addition,0.40702059864997864,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0355,1.42,1.46,"V,B,s",substitution,deletion,0.8413333296775818,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0355,2.71,2.75,"DH,D,s",substitution,deletion,0.591390073299408,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0355,3.06,3.12,"ER1,AH,s",substitution,deletion,0.7813570499420166,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0355,5.3,5.37,"ER0,AH,s",substitution,deletion,0.5970490574836731,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,TLV,Vietnamese,arctic_b0358,0.47,0.5,"P,B,s",substitution,deletion,0.6520833969116211,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TLV,Vietnamese,arctic_b0358,0.81,0.92,"D,sil,d",deletion,substitution,0.7098003625869751,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TLV,Vietnamese,arctic_b0358,1.29,1.349988,"T,sil,d",deletion,addition,0.5224936604499817,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TLV,Vietnamese,arctic_b0358,3.442628,3.567841,"Z,JH,s",substitution,addition,0.6814497113227844,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TLV,Vietnamese,arctic_b0358,4.040922,4.129312,"AE1,EH,s",substitution,addition,0.638008177280426,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TLV,Vietnamese,arctic_b0358,5.548634,5.65,"L,N,s",substitution,deletion,0.7186626195907593,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TLV,Vietnamese,arctic_b0380,4.14,4.2,"NG,N,s",substitution,deletion,0.4455431401729584,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,TLV,Vietnamese,arctic_b0386,1.73,1.79,"HH,sil,d",deletion,addition,0.6937965154647827,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,TLV,Vietnamese,arctic_b0386,2.77,2.85,"R,sil,d",deletion,substitution,0.5315097570419312,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,TLV,Vietnamese,arctic_b0393,0.64,0.73,"L,W,s",substitution,deletion,0.6085138320922852,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,TLV,Vietnamese,arctic_b0393,2.55,2.6,"D,S,s",substitution,deletion,0.4261475205421448,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,TLV,Vietnamese,arctic_b0415,2.86,2.96,"sil,K,a",addition,substitution,0.5838524699211121,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,val,TLV,Vietnamese,arctic_b0416,3.61,3.64,"DH,D,s",substitution,deletion,0.7339726686477661,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,val,TLV,Vietnamese,arctic_b0422,0.48,0.51,"AO1,OW,s",substitution,deletion,0.6229594945907593,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0422.wav,This was when the explosion occurred
val,val,TLV,Vietnamese,arctic_b0425,0.24,0.31,"R,sil,d",deletion,addition,0.41220465302467346,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0425,2.29,2.44,"L,sil,d",deletion,substitution,0.467095285654068,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0425,2.44,2.48,"D,N,s",substitution,deletion,0.6268578171730042,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0425,2.9,3.028772,"sil,ZH,a",addition,substitution,0.4618663191795349,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0425,3.42,3.5,"D,sil,d",deletion,substitution,0.5207893252372742,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0425,3.68,3.73,"AA1,AH,s",substitution,addition,0.4947769045829773,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TLV,Vietnamese,arctic_b0425,3.85,3.92,"ER0,AO*,s",substitution,deletion,0.47004008293151855,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,TNI,Hindi,arctic_b0315,0.3,0.33,"DH,D,s ",substitution,deletion,0.516997218132019,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TNI,Hindi,arctic_b0315,0.82,0.86,"DH,D,s ",substitution,addition,0.5372940897941589,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TNI,Hindi,arctic_b0315,2.48,2.52,"DH,D,s ",substitution,addition,0.5124620795249939,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,TNI,Hindi,arctic_b0317,0.56,0.65,"T,err,s ",substitution,deletion,0.4978896975517273,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0317.wav,He did not believe in the burning of daylight for such a luxury
val,val,TNI,Hindi,arctic_b0317,1.09,1.12,"DH,D,s ",substitution,deletion,0.5262476801872253,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0317.wav,He did not believe in the burning of daylight for such a luxury
val,val,TNI,Hindi,arctic_b0321,0.95,0.98,"ER1,err,s ",substitution,deletion,0.5382161140441895,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0321.wav,Instead he arrived on the night of the second day
val,val,TNI,Hindi,arctic_b0321,1.44,1.47,"DH,D,s ",substitution,deletion,0.6200073957443237,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0321.wav,Instead he arrived on the night of the second day
val,val,TNI,Hindi,arctic_b0321,1.64,1.73,"T,err,s ",substitution,deletion,0.5436431169509888,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0321.wav,Instead he arrived on the night of the second day
val,val,TNI,Hindi,arctic_b0321,1.79,1.82,"DH,D,s ",substitution,deletion,0.706260621547699,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0321.wav,Instead he arrived on the night of the second day
val,val,TNI,Hindi,arctic_b0371,0.3,0.36,"L,err,s ",substitution,addition,0.5474122762680054,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0371.wav,Yield yourself to the waters that are ripping and tearing at you
val,val,TNI,Hindi,arctic_b0371,0.73,0.76,"L,err,s ",substitution,deletion,0.549382746219635,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0371.wav,Yield yourself to the waters that are ripping and tearing at you
val,val,TNI,Hindi,arctic_b0371,0.86,0.91,"DH,D,s ",substitution,addition,0.5058760046958923,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0371.wav,Yield yourself to the waters that are ripping and tearing at you
val,val,TNI,Hindi,arctic_b0411,0.63,0.67,"R,err,s ",substitution,deletion,0.5665351152420044,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0411.wav,He gave no reason but his motive was obvious enough
val,val,TNI,Hindi,arctic_b0411,1.5,1.53,"T,err,s ",substitution,deletion,0.5657020807266235,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0411.wav,He gave no reason but his motive was obvious enough
val,val,TNI,Hindi,arctic_b0411,1.85,1.92,"T,err,s ",substitution,deletion,0.6644640564918518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TNI/wav/arctic_b0411.wav,He gave no reason but his motive was obvious enough
val,val,TXHC,Chinese,arctic_b0323,0.07,0.11,"R,R*,s",substitution,deletion,0.36274003982543945,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,val,TXHC,Chinese,arctic_b0358,0.03,0.09,"DH,sil,d",deletion,substitution,0.6583283543586731,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TXHC,Chinese,arctic_b0358,3.41,3.46,"DH,D,s",substitution,addition,0.521737813949585,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TXHC,Chinese,arctic_b0358,3.8,3.85,"DH,sil,d",deletion,addition,0.7064131498336792,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,TXHC,Chinese,arctic_b0366,1.82,1.86,"AY1,AH0,s",substitution,deletion,0.5695410966873169,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0366.wav,I forgot how easily I had taught myself from the printed page
val,val,TXHC,Chinese,arctic_b0380,1.18,1.21,"F,V,s",substitution,deletion,0.7184383869171143,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,TXHC,Chinese,arctic_b0380,1.21,1.25,"HH,sil,d",deletion,addition,0.5305079817771912,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,TXHC,Chinese,arctic_b0385,1.23,1.29,"L,sil,d",deletion,addition,0.37290915846824646,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0385.wav,Last night he showed all the symptoms of coming down with pneumonia
val,val,TXHC,Chinese,arctic_b0393,0.8,0.93,"L,W,s",substitution,deletion,0.36384105682373047,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,TXHC,Chinese,arctic_b0400,0.92,0.98,"AE1,AA*,s",substitution,deletion,0.5969521999359131,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0400.wav,How could I answer the question on the spur of the moment
val,val,TXHC,Chinese,arctic_b0415,1.81,1.87,"DH,D,s",substitution,addition,0.7049587368965149,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,val,TXHC,Chinese,arctic_b0416,0.9,0.99,"OW0,AH0,s",substitution,addition,0.719314694404602,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,val,TXHC,Chinese,arctic_b0416,1.72,1.89,"IY0,AY,s",substitution,addition,0.7105347514152527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TXHC/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,val,YBAA,Arabic,arctic_b0324,1.73,1.79,"EH1,IH1,s",substitution,addition,0.45628196001052856,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0324.wav,Not till the twentieth of May did the river break
val,val,YBAA,Arabic,arctic_b0324,3.24,3.27,"R,R*,s",substitution,deletion,0.4585038721561432,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0324.wav,Not till the twentieth of May did the river break
val,val,YBAA,Arabic,arctic_b0324,3.485608,3.5,"R,R*,s",substitution,deletion,0.5632370114326477,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0324.wav,Not till the twentieth of May did the river break
val,val,YBAA,Arabic,arctic_b0340,3.56,3.62,"IH1,EH1,s",substitution,addition,0.5384615063667297,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0340.wav,These quick little joys of hers were sources of joy to him
val,val,YBAA,Arabic,arctic_b0348,3.28,3.31,"R,R*,s",substitution,deletion,0.4722233712673187,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0348.wav,Would you be satisfied with that one hundredth part of me
val,val,YBAA,Arabic,arctic_b0348,3.69,3.76,"R,R*,s",substitution,deletion,0.5391573309898376,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0348.wav,Would you be satisfied with that one hundredth part of me
val,val,YBAA,Arabic,arctic_b0367,0.56891,0.62,"R,R*,s",substitution,addition,0.6105238199234009,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0367.wav,Any average young fellow can teach himself in a week
val,val,YBAA,Arabic,arctic_b0367,0.758447,0.825659,"JH,ZH,s",substitution,addition,0.5331636667251587,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0367.wav,Any average young fellow can teach himself in a week
val,val,YBAA,Arabic,arctic_b0413,1.062096,1.1,"R,R*,s",substitution,deletion,0.8061062097549438,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0413.wav,He may desire to escape pain or to enjoy pleasure
val,val,YBAA,Arabic,arctic_b0424,0.67,0.72,"R,R*,s",substitution,deletion,0.4736802279949188,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0424.wav,It is a very tenable hypothesis and will bear looking into
val,val,YBAA,Arabic,arctic_b0424,2.24,2.27,"AA1,UH1,s",substitution,deletion,0.5533782839775085,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0424.wav,It is a very tenable hypothesis and will bear looking into
val,val,YBAA,Arabic,arctic_b0424,3.92,3.95,"B,P,s",substitution,deletion,0.6287176609039307,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0424.wav,It is a very tenable hypothesis and will bear looking into
val,val,YBAA,Arabic,arctic_b0424,3.95,3.981542,"EH1,IY1,s",substitution,deletion,0.3976527154445648,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0424.wav,It is a very tenable hypothesis and will bear looking into
val,val,YBAA,Arabic,arctic_b0424,3.981542,4.01,"sil,AH0,a",addition,deletion,0.4659338593482971,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0424.wav,It is a very tenable hypothesis and will bear looking into
val,val,YBAA,Arabic,arctic_b0425,0.486852,0.55,"R,R*,s",substitution,deletion,0.53261798620224,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,YBAA,Arabic,arctic_b0425,0.84,0.953566,"R,R*,s",substitution,deletion,0.43499693274497986,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,YBAA,Arabic,arctic_b0425,0.953566,0.99,"sil,G,a",addition,deletion,0.7165078520774841,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,YBAA,Arabic,arctic_b0425,1.25,1.3,"R,R*,s",substitution,addition,0.7157992720603943,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,YBAA,Arabic,arctic_b0425,4.38,4.43,"P,B,s",substitution,addition,0.5066643357276917,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,YBAA,Arabic,arctic_b0425,4.502033,4.52,"R,R*,s",substitution,deletion,0.6274518370628357,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/YBAA/wav/arctic_b0425.wav,There were orange green gold green and a copper green
