held_out_speaker,split,speaker_id,l1,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
HQTV,test,HQTV,Vietnamese,arctic_b0140,1.47,1.52,"D,sil,d",deletion,addition,0.41426631808280945,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0140.wav,They edged nearer and stood shoulder to shoulder facing their world
HQTV,test,HQTV,Vietnamese,arctic_b0140,3.08,3.13,"L,sil,d",deletion,addition,0.3685503602027893,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0140.wav,They edged nearer and stood shoulder to shoulder facing their world
HQTV,test,HQTV,Vietnamese,arctic_b0140,3.17,3.23,"ER0,AH,s",substitution,addition,0.41054385900497437,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0140.wav,They edged nearer and stood shoulder to shoulder facing their world
HQTV,test,HQTV,Vietnamese,arctic_b0140,3.67,3.7,"DH,D,s",substitution,deletion,0.5598507523536682,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0140.wav,They edged nearer and stood shoulder to shoulder facing their world
HQTV,test,HQTV,Vietnamese,arctic_b0140,3.7,3.73,"EH1,AH,s",substitution,deletion,0.5535827875137329,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0140.wav,They edged nearer and stood shoulder to shoulder facing their world
HQTV,test,HQTV,Vietnamese,arctic_b0165,0.58,0.62,"L,R,s",substitution,deletion,0.5861408710479736,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0165.wav,He pulled and the log crashed down to break his back
HQTV,test,HQTV,Vietnamese,arctic_b0165,2.17,2.23,"T,sil,d",deletion,addition,0.39542126655578613,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0165.wav,He pulled and the log crashed down to break his back
HQTV,test,HQTV,Vietnamese,arctic_b0189,2.61,2.69,"V,B,s",substitution,deletion,0.3436353802680969,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0189.wav,That is what distinguishes all of us from the lower animals
HQTV,test,HQTV,Vietnamese,arctic_b0189,3.12,3.16,"R,sil,d",deletion,addition,0.44390779733657837,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0189.wav,That is what distinguishes all of us from the lower animals
HQTV,test,HQTV,Vietnamese,arctic_b0189,3.28,3.33,"DH,L,s",substitution,addition,0.44455671310424805,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0189.wav,That is what distinguishes all of us from the lower animals
HQTV,test,HQTV,Vietnamese,arctic_b0189,4.32,4.36,"AH0,IY,s",substitution,deletion,0.6095454692840576,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0189.wav,That is what distinguishes all of us from the lower animals
HQTV,test,HQTV,Vietnamese,arctic_b0192,1.73,1.77,"AH0,sil,d",deletion,addition,0.4950180649757385,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0192.wav,Outsiders are allowed five minute speeches the sick man urged
HQTV,test,HQTV,Vietnamese,arctic_b0192,2.49,2.54,"T,Z,s",substitution,deletion,0.43769407272338867,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0192.wav,Outsiders are allowed five minute speeches the sick man urged
HQTV,test,HQTV,Vietnamese,arctic_b0192,4.437088,4.54,"sil,S,a",addition,substitution,0.7087180614471436,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0192.wav,Outsiders are allowed five minute speeches the sick man urged
HQTV,test,HQTV,Vietnamese,arctic_b0192,4.63,4.69,"AE1,EH,s",substitution,addition,0.3947480022907257,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0192.wav,Outsiders are allowed five minute speeches the sick man urged
HQTV,test,HQTV,Vietnamese,arctic_b0201,0.73,0.79,"ER0,AH,s",substitution,addition,0.41140216588974,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0201.wav,I also understand that similar branch organizations have made their appearance in Europe
HQTV,test,HQTV,Vietnamese,arctic_b0201,1.7,1.76,"ER0,AH,s",substitution,addition,0.387292742729187,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0201.wav,I also understand that similar branch organizations have made their appearance in Europe
HQTV,test,HQTV,Vietnamese,arctic_b0251,0.45,0.49,"AE1,EH,s",substitution,addition,0.4090918004512787,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0251.wav,They must have been swept away by the chaotic currents
HQTV,test,HQTV,Vietnamese,arctic_b0251,0.72,0.8,"N,L,s",substitution,deletion,0.3491894602775574,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0251.wav,They must have been swept away by the chaotic currents
HQTV,test,HQTV,Vietnamese,arctic_b0251,3.18,3.23,"T,sil,d",deletion,addition,0.3945682942867279,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0251.wav,They must have been swept away by the chaotic currents
HQTV,test,HQTV,Vietnamese,arctic_b0288,0.57,0.62,"T,sil,d",deletion,addition,0.38673651218414307,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0288.wav,We would not spend another such night
HQTV,test,HQTV,Vietnamese,arctic_b0304,1.1,1.17,"V,F,s",substitution,deletion,0.41424766182899475,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0304.wav,His previous wives had never lived long enough to bear him children
HQTV,test,HQTV,Vietnamese,arctic_b0304,1.17,1.29,"Z,sil,d",deletion,substitution,0.7412698268890381,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0304.wav,His previous wives had never lived long enough to bear him children
HQTV,test,HQTV,Vietnamese,arctic_b0304,2.08,2.12,"AE1,EH,s",substitution,deletion,0.44961291551589966,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0304.wav,His previous wives had never lived long enough to bear him children
HQTV,test,HQTV,Vietnamese,arctic_b0304,2.52,2.58,"ER0,AH,s",substitution,addition,0.3528621792793274,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0304.wav,His previous wives had never lived long enough to bear him children
HQTV,test,HQTV,Vietnamese,arctic_b0315,0.25,0.28,"DH,D,s",substitution,deletion,0.5734385848045349,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
HQTV,test,HQTV,Vietnamese,arctic_b0315,0.82,0.9,"R,sil,d",deletion,substitution,0.42624935507774353,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
HQTV,test,HQTV,Vietnamese,arctic_b0315,2.52,2.55,"DH,D,s",substitution,deletion,0.581962525844574,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
HQTV,test,HQTV,Vietnamese,arctic_b0315,2.79,2.89,"L,W,s",substitution,deletion,0.42916256189346313,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
HQTV,test,HQTV,Vietnamese,arctic_b0320,3.99,4.02,"sil,D,a",addition,deletion,0.6020345091819763,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
HQTV,test,HQTV,Vietnamese,arctic_b0320,4.75,4.81,"T,sil,d",deletion,substitution,0.5797446966171265,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
HQTV,test,HQTV,Vietnamese,arctic_b0323,4.2,4.28,"R,sil,d",deletion,substitution,0.5048971772193909,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
HQTV,test,HQTV,Vietnamese,arctic_b0323,5.13,5.2426,"sil,HH,a",addition,substitution,0.8408957123756409,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
HQTV,test,HQTV,Vietnamese,arctic_b0323,5.78,5.944079,"S,sil,d",deletion,substitution,0.821344256401062,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
HQTV,test,HQTV,Vietnamese,arctic_b0323,6.68,6.74,"ER0,AH,s",substitution,addition,0.4001462459564209,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
HQTV,test,HQTV,Vietnamese,arctic_b0342,0.85,0.9,"M,sil,d",deletion,addition,0.3913464844226837,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
HQTV,test,HQTV,Vietnamese,arctic_b0342,2.33,2.36,"Y,IH,s",substitution,deletion,0.5603516697883606,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
HQTV,test,HQTV,Vietnamese,arctic_b0342,2.59665,2.64,"sil,R,a",addition,deletion,0.3696444630622864,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
HQTV,test,HQTV,Vietnamese,arctic_b0342,3.1,3.15,"L,W,s",substitution,addition,0.40137436985969543,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
HQTV,test,HQTV,Vietnamese,arctic_b0355,0.23,0.27,"R,sil,d",deletion,addition,0.39587923884391785,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0355,0.27,0.376895,"sil,S,a",addition,substitution,0.6088454127311707,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0355,1.18,1.23,"IH0,IY,s",substitution,deletion,0.5303300023078918,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0355,1.665086,1.770007,"sil,S,a",addition,substitution,0.7632573246955872,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0355,2.49,2.52,"DH,D,s",substitution,deletion,0.5839972496032715,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0355,3.37,3.44,"JH,S,s",substitution,addition,0.3505083918571472,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0355,3.77,3.85,"ER0,UH,s",substitution,deletion,0.38077086210250854,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.32,4.36,"DH,D,s",substitution,addition,0.40641888976097107,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.45,4.5,"R,AH,s",substitution,addition,0.37745606899261475,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.5,4.58,"sil,S,a",addition,substitution,0.5104843974113464,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.58,4.65816,"sil,W,a",addition,substitution,0.4756048917770386,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.65816,4.727298,"sil,AH,a",addition,substitution,0.7243685722351074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.727298,4.768829,"DH,D,s",substitution,deletion,0.47158119082450867,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0358,4.93,5.02,"L,sil,d",deletion,substitution,0.5633416175842285,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
HQTV,test,HQTV,Vietnamese,arctic_b0380,0.82,0.86,"L,W,s",substitution,deletion,0.40603363513946533,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
HQTV,test,HQTV,Vietnamese,arctic_b0380,3.35,3.43,"D,sil,d",deletion,substitution,0.4174494445323944,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
HQTV,test,HQTV,Vietnamese,arctic_b0386,2.8,2.84,"R,IH,s",substitution,deletion,0.47332167625427246,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
HQTV,test,HQTV,Vietnamese,arctic_b0386,3.73,3.78,"DH,N,s",substitution,addition,0.37390342354774475,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
HQTV,test,HQTV,Vietnamese,arctic_b0386,4.22,4.3,"V,F,s",substitution,addition,0.4126097559928894,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
HQTV,test,HQTV,Vietnamese,arctic_b0393,0.06,0.18,"AY1,sil,d",deletion,substitution,0.9051138758659363,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
HQTV,test,HQTV,Vietnamese,arctic_b0393,0.32,0.36,"Z,S,s",substitution,deletion,0.48572778701782227,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
HQTV,test,HQTV,Vietnamese,arctic_b0393,0.59,0.65,"L,W,s",substitution,addition,0.37777087092399597,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
HQTV,test,HQTV,Vietnamese,arctic_b0393,2.72,2.772935,"sil,HH,a",addition,substitution,0.4649231731891632,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
HQTV,test,HQTV,Vietnamese,arctic_b0415,0.23,0.31,"sil,S,a",addition,substitution,0.47590169310569763,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
HQTV,test,HQTV,Vietnamese,arctic_b0415,2.38,2.46,"D,sil,d",deletion,substitution,0.373397558927536,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
HQTV,test,HQTV,Vietnamese,arctic_b0416,2.65,2.72,"D,sil,d",deletion,substitution,0.43301308155059814,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0416.wav,I arose obediently and went down the beach
HQTV,test,HQTV,Vietnamese,arctic_b0416,3.22,3.26,"DH,D,s",substitution,deletion,0.41034209728240967,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0416.wav,I arose obediently and went down the beach
HQTV,test,HQTV,Vietnamese,arctic_b0425,1.22,1.28,"IY1,IH,s",substitution,addition,0.3863874077796936,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
HQTV,test,HQTV,Vietnamese,arctic_b0425,1.38,1.509768,"sil,JH,a",addition,substitution,0.6489477157592773,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
HQTV,test,HQTV,Vietnamese,arctic_b0465,0.2,0.25,"T,sil,d",deletion,addition,0.3915683925151825,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
HQTV,test,HQTV,Vietnamese,arctic_b0465,3.97456,4.07,"sil,N,a",addition,substitution,0.42545679211616516,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
HQTV,test,HQTV,Vietnamese,arctic_b0469,0.71,0.74,"IY1,AW,s",substitution,deletion,0.5671151280403137,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
HQTV,test,HQTV,Vietnamese,arctic_b0469,0.77,0.85,"AH0,sil,d",deletion,substitution,0.6476562023162842,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
HQTV,test,HQTV,Vietnamese,arctic_b0469,0.85,0.99,"L,sil,d",deletion,substitution,0.7023797035217285,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
HQTV,test,HQTV,Vietnamese,arctic_b0469,1.34,1.37,"DH,D,s",substitution,deletion,0.5766729712486267,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
HQTV,test,HQTV,Vietnamese,arctic_b0469,2.08,2.12,"DH,D,s",substitution,addition,0.4447422921657562,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
HQTV,test,HQTV,Vietnamese,arctic_b0481,0.574935,0.68,"sil,K,a",addition,substitution,0.7410033345222473,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
HQTV,test,HQTV,Vietnamese,arctic_b0481,2.21,2.26,"R,sil,d",deletion,addition,0.35694751143455505,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
HQTV,test,HQTV,Vietnamese,arctic_b0481,2.47,2.51,"L,IH,s",substitution,deletion,0.4567292034626007,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
HQTV,test,HQTV,Vietnamese,arctic_b0481,3.77,3.87,"L,sil,d",deletion,substitution,0.6562521457672119,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
HQTV,test,HQTV,Vietnamese,arctic_b0488,2.25,2.3,"L,W,s",substitution,deletion,0.40894800424575806,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
HQTV,test,HQTV,Vietnamese,arctic_b0488,4.83444,4.914694,"sil,IH,a",addition,substitution,0.530657947063446,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
HQTV,test,HQTV,Vietnamese,arctic_b0503,0.89,0.94,"EY1,EH,s",substitution,addition,0.3980838358402252,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
HQTV,test,HQTV,Vietnamese,arctic_b0503,1.99,2.04,"L,IY,s",substitution,addition,0.4249694049358368,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
HQTV,test,HQTV,Vietnamese,arctic_b0509,2.22,2.28,"P,B,s",substitution,addition,0.4014108180999756,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
HQTV,test,HQTV,Vietnamese,arctic_b0509,2.48,2.51,"ER0,Ah,s",substitution,deletion,0.5614470839500427,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
HQTV,test,HQTV,Vietnamese,arctic_b0518,0.23,0.27,"DH,D,s",substitution,addition,0.47876137495040894,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
HQTV,test,HQTV,Vietnamese,arctic_b0518,0.31,0.38,"R,sil,d",deletion,substitution,0.44940894842147827,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
HQTV,test,HQTV,Vietnamese,arctic_b0518,0.6,0.63,"AO1,AH,s",substitution,deletion,0.6744037866592407,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
HQTV,test,HQTV,Vietnamese,arctic_b0518,2.68,2.74,"T,sil,d",deletion,addition,0.3650170862674713,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
HQTV,test,HQTV,Vietnamese,arctic_b0518,3.3,3.33,"DH,D,s",substitution,deletion,0.5671946406364441,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
HQTV,test,HQTV,Vietnamese,arctic_b0527,0.45,0.500049,"IY0,IH,s",substitution,addition,0.4355084002017975,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
HQTV,test,HQTV,Vietnamese,arctic_b0527,0.72,0.78,"AH0,sil,d",deletion,substitution,0.44179046154022217,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
HQTV,test,HQTV,Vietnamese,arctic_b0527,0.81,0.9,"V,B,s",substitution,deletion,0.4180566668510437,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
HQTV,test,HQTV,Vietnamese,arctic_b0527,3.68,3.86,"sil,P,a",addition,substitution,0.6660800576210022,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
HQTV,test,HQTV,Vietnamese,arctic_b0534,1.87,1.93,"R,sil,d",deletion,substitution,0.646099328994751,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
HQTV,test,HQTV,Vietnamese,arctic_b0534,3.94,3.99,"NG,N,s",substitution,deletion,0.52933269739151,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
PNV,test,PNV,Vietnamese,arctic_a0005,0.2,0.23,"L,W,s",substitution,deletion,0.5370636582374573,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0005.wav,Will we ever forget it
PNV,test,PNV,Vietnamese,arctic_a0005,0.88,0.95,"ER0,AH0,s ",substitution,deletion,0.5378831028938293,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0005.wav,Will we ever forget it
PNV,test,PNV,Vietnamese,arctic_a0006,0.21,0.28,"D,T,s ",substitution,deletion,0.44257989525794983,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0006.wav,God bless 'em I hope I'll go on seeing them forever
PNV,test,PNV,Vietnamese,arctic_a0006,1.82,1.86,"L,W,s",substitution,deletion,0.6046355366706848,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0006.wav,God bless 'em I hope I'll go on seeing them forever
PNV,test,PNV,Vietnamese,arctic_a0007,0.49,0.58,"L,sil,d ",deletion,substitution,0.5269884467124939,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0007.wav,And you always want to see it in the superlative degree
PNV,test,PNV,Vietnamese,arctic_a0008,0.82,0.85,"R,AH0,s ",substitution,deletion,0.6245023608207703,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0008.wav,Gad your letter came just in time
PNV,test,PNV,Vietnamese,arctic_a0008,1.02,1.09,"ER0,AH0,s ",substitution,addition,0.3774116635322571,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0008.wav,Gad your letter came just in time
PNV,test,PNV,Vietnamese,arctic_a0010,1.24,1.29,"AH0,OW*,s ",substitution,addition,0.4543524384498596,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0010.wav,I'm playing a single hand in what looks like a losing game
PNV,test,PNV,Vietnamese,arctic_a0011,0.2,0.25,"F,V,s",substitution,addition,0.5790824294090271,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0011.wav,If I ever needed a fighter in my life I need one now
PNV,test,PNV,Vietnamese,arctic_a0013,4.51,4.57,"AH0,IH0,s",substitution,addition,0.697799026966095,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique
PNV,test,PNV,Vietnamese,arctic_a0013,5.15,5.22,"AH0,IH0,s",substitution,addition,0.5763735771179199,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique
PNV,test,PNV,Vietnamese,arctic_a0018,0.14,0.19,"R,AH0,s ",substitution,deletion,0.38289666175842285,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_a0018.wav,There was a change now
