split,speaker_id,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
val,TLV,arctic_b0315,1.35,1.59,"L,sil,d",deletion,substitution,0.4346742033958435,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0315,1.7,1.74,"AA2,AO,s",substitution,deletion,0.5531339645385742,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,TLV,arctic_b0320,0.24,0.27,"sil,G,a",addition,deletion,0.5893949270248413,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,1.08,1.22,"Z,sil,d",deletion,substitution,0.5610107183456421,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,3.932536,4.03,"sil,TH,a",addition,substitution,0.6704236268997192,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0320,5.76,5.921592,"sil,S,a",addition,substitution,0.7919493913650513,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,TLV,arctic_b0323,0.0,0.05,"K,G,s",substitution,addition,0.38466739654541016,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,TLV,arctic_b0323,0.63,0.68,"AE1,IH,s",substitution,addition,0.43501168489456177,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,TLV,arctic_b0323,1.48,1.53,"D,sil,d",deletion,addition,0.41438156366348267,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,TLV,arctic_b0342,0.16,0.29,"CH,SH,S",substitution,addition,0.4922620356082916,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,TLV,arctic_b0342,1.22,1.28,"EY1,EH,s",substitution,deletion,0.3572729229927063,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,TLV,arctic_b0342,1.95,2.03,"Y,sil,d",deletion,substitution,0.6137204766273499,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,TLV,arctic_b0355,0.45,0.49,"P,B,s",substitution,deletion,0.625235915184021,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,0.55,0.6,"AA1,AO,s",substitution,deletion,0.5003367066383362,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,0.82,0.9,"IH0,IY,s",substitution,addition,0.43926265835762024,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,1.03,1.14,"ZH,SH,s",substitution,addition,0.5324041843414307,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,1.42,1.46,"V,B,s",substitution,deletion,0.6639721989631653,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,2.71,2.75,"DH,D,s",substitution,deletion,0.5736191272735596,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,3.06,3.12,"ER1,AH,s",substitution,deletion,0.4763105511665344,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0355,5.3,5.37,"ER0,AH,s",substitution,deletion,0.45284080505371094,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,TLV,arctic_b0358,0.47,0.5,"P,B,s",substitution,deletion,0.647118330001831,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,0.81,0.92,"D,sil,d",deletion,substitution,0.7838450074195862,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,1.29,1.349988,"T,sil,d",deletion,addition,0.6467584371566772,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0358,5.548634,5.65,"L,N,s",substitution,addition,0.396894633769989,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,TLV,arctic_b0380,0.39,0.51,"D,S,s",substitution,addition,0.5011656284332275,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0380,0.84,0.97,"D,sil,d",deletion,addition,0.39975759387016296,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0380,2.57,2.68,"D,sil,d",deletion,substitution,0.8373821377754211,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0380,4.14,4.2,"NG,N,s",substitution,addition,0.3703811764717102,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,TLV,arctic_b0386,1.06,1.33,"AA1,ER,s",substitution,addition,0.6132216453552246,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,1.65,1.73,"T,TH,s",substitution,addition,0.44520339369773865,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,1.73,1.79,"HH,sil,d",deletion,substitution,0.5339519381523132,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0386,2.77,2.85,"R,sil,d",deletion,substitution,0.5246751308441162,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,TLV,arctic_b0393,0.64,0.73,"L,W,s",substitution,addition,0.4254213571548462,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0393,2.55,2.6,"D,S,s",substitution,deletion,0.4979061782360077,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,TLV,arctic_b0415,1.120458,1.39,"AH1,ER,s",substitution,addition,0.5947805047035217,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,TLV,arctic_b0415,2.86,2.96,"sil,K,a",addition,substitution,0.7172144055366516,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,TLV,arctic_b0416,1.82,1.9,"T,sil,d",deletion,substitution,0.42657431960105896,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,2.89,2.97,"D,sil,d",deletion,addition,0.41570916771888733,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0416,3.61,3.64,"DH,D,s",substitution,deletion,0.6467667818069458,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,TLV,arctic_b0422,0.48,0.51,"AO1,OW,s",substitution,deletion,0.6974446177482605,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0422.wav,This was when the explosion occurred
val,TLV,arctic_b0422,1.25,1.37,"ZH,SH,s",substitution,addition,0.5508877635002136,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0422.wav,This was when the explosion occurred
val,TLV,arctic_b0425,0.24,0.31,"R,sil,d",deletion,substitution,0.427200049161911,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,1.51,1.655223,"sil,ZH,a",addition,substitution,0.6780133247375488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.29,2.44,"L,sil,d",deletion,substitution,0.8373900055885315,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.44,2.48,"D,N,s",substitution,deletion,0.4161969721317291,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,2.9,3.028772,"sil,ZH,a",addition,substitution,0.6708618998527527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,3.42,3.5,"D,sil,d",deletion,substitution,0.6466541290283203,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,3.68,3.73,"AA1,AH,s",substitution,deletion,0.44429290294647217,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,TLV,arctic_b0425,3.85,3.92,"ER0,AO*,s",substitution,deletion,0.3697679042816162,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
test,HQTV,arctic_b0465,2.87,2.92,"AA1,AH,s",substitution,addition,0.36746349930763245,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,HQTV,arctic_b0465,3.97456,4.07,"sil,N,a",addition,substitution,0.40499913692474365,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,HQTV,arctic_b0469,0.71,0.74,"IY1,AW,s",substitution,deletion,0.5563220977783203,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,0.77,0.85,"AH0,sil,d",deletion,substitution,0.7674466371536255,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,0.85,0.99,"L,sil,d",deletion,substitution,0.8945446014404297,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,1.34,1.37,"DH,D,s",substitution,deletion,0.6136292219161987,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0469,2.08,2.12,"DH,D,s",substitution,addition,0.3676484525203705,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,HQTV,arctic_b0481,0.574935,0.68,"sil,K,a",addition,substitution,0.7373628616333008,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0481,2.47,2.51,"L,IH,s",substitution,deletion,0.5612668991088867,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0481,2.570345,2.643577,"sil,IH,a",addition,deletion,0.360675185918808,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0481,3.77,3.87,"L,sil,d",deletion,substitution,0.715998649597168,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,HQTV,arctic_b0488,2.25,2.3,"L,W,s",substitution,deletion,0.4578785002231598,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,HQTV,arctic_b0488,4.83444,4.914694,"sil,IH,a",addition,substitution,0.5950590968132019,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,HQTV,arctic_b0503,0.89,0.94,"EY1,EH,s",substitution,deletion,0.38816139101982117,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,HQTV,arctic_b0503,1.99,2.04,"L,IY,s",substitution,addition,0.411403089761734,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,HQTV,arctic_b0509,2.22,2.28,"P,B,s",substitution,deletion,0.3736160099506378,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,HQTV,arctic_b0509,2.48,2.51,"ER0,Ah,s",substitution,deletion,0.610464870929718,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,HQTV,arctic_b0518,0.23,0.27,"DH,D,s",substitution,addition,0.3744812607765198,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,HQTV,arctic_b0518,0.31,0.38,"R,sil,d",deletion,substitution,0.4438217878341675,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,HQTV,arctic_b0518,0.6,0.63,"AO1,AH,s",substitution,deletion,0.643725574016571,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,HQTV,arctic_b0518,2.68,2.74,"T,sil,d",deletion,addition,0.6500954627990723,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,HQTV,arctic_b0518,3.3,3.33,"DH,D,s",substitution,deletion,0.5993701219558716,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,HQTV,arctic_b0527,0.45,0.500049,"IY0,IH,s",substitution,deletion,0.3717987537384033,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
test,HQTV,arctic_b0527,0.72,0.78,"AH0,sil,d",deletion,substitution,0.48147207498550415,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
test,HQTV,arctic_b0527,0.81,0.9,"V,B,s",substitution,addition,0.4242939054965973,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
test,HQTV,arctic_b0527,1.24,1.49,"AO1,ER,s",substitution,addition,0.7030026912689209,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
test,HQTV,arctic_b0527,3.68,3.86,"sil,P,a",addition,substitution,0.789405107498169,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,The very idea of it was preposterous
test,HQTV,arctic_b0534,1.87,1.93,"R,sil,d",deletion,substitution,0.8341668844223022,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,HQTV,arctic_b0534,3.94,3.99,"NG,N,s",substitution,deletion,0.5054409503936768,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,PNV,arctic_b0465,1.56,1.62,"S,Z,s",substitution,addition,0.6138092279434204,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,PNV,arctic_b0465,3.83,3.9,"D,T,s",substitution,addition,0.4976671040058136,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,PNV,arctic_b0465,4.44,4.48,"T,sil,d",deletion,addition,0.43431228399276733,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,PNV,arctic_b0465,6.31,6.34,"EH1,IY,s",substitution,deletion,0.6422340273857117,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,PNV,arctic_b0465,6.49,6.78,"IH0,AE,s",substitution,addition,0.7199369668960571,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,PNV,arctic_b0469,0.96,1.03,"L,sil,d",deletion,substitution,0.5149905681610107,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,PNV,arctic_b0469,1.47,1.51,"DH,D,s",substitution,deletion,0.34794825315475464,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,PNV,arctic_b0469,1.66,1.77,"Z,S,s",substitution,addition,0.4987887442111969,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,PNV,arctic_b0481,1.71,1.75,"L,W,s",substitution,deletion,0.6436859369277954,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,PNV,arctic_b0488,0.98,1.04,"NG,sil,d",deletion,substitution,0.4306904077529907,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,PNV,arctic_b0488,2.96,3.03,"T,sil,d",deletion,substitution,0.8929640650749207,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,PNV,arctic_b0488,3.91,4.0,"ER0,AH,s",substitution,addition,0.5017575025558472,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,PNV,arctic_b0503,1.28,1.42,"JH,ZH,s",substitution,addition,0.47571873664855957,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,PNV,arctic_b0503,3.66,3.72,"R,sil,d",deletion,substitution,0.7551114559173584,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,PNV,arctic_b0503,4.07,4.14,"AE1,EH,s",substitution,addition,0.5747418999671936,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,PNV,arctic_b0509,0.27,0.32,"AE1,EH,s",substitution,deletion,0.3482649624347687,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,PNV,arctic_b0509,0.49,0.61,"L,sil,d",deletion,addition,0.4495426118373871,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,PNV,arctic_b0509,0.81,0.86,"L,W,s",substitution,deletion,0.4498944580554962,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,PNV,arctic_b0509,1.7,1.73,"AE1,EH,s",substitution,deletion,0.5207756757736206,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,PNV,arctic_b0509,2.5,2.53,"ER0,AH,s",substitution,deletion,0.6309108734130859,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,PNV,arctic_b0518,2.78,2.82,"DH,D,s",substitution,deletion,0.45483899116516113,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
test,PNV,arctic_b0534,0.54,0.58,"L,W,s",substitution,deletion,0.6357204914093018,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
test,THV,arctic_b0465,0.51,0.598069,"CH,S,s",substitution,addition,0.5894290804862976,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,THV,arctic_b0465,1.62,1.68,"V,B,s",substitution,deletion,0.6137882471084595,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,THV,arctic_b0465,3.19,3.237365,"sil,IY,a",addition,deletion,0.3752058744430542,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society
test,THV,arctic_b0469,0.25,0.33,"R,R*,s",substitution,addition,0.4118005633354187,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,THV,arctic_b0469,0.67,0.71,"P,B,s",substitution,deletion,0.4573264718055725,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,THV,arctic_b0469,0.89,0.93,"AH0,AO,s",substitution,deletion,0.4835360050201416,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,Very few people knew of the existence of this law
test,THV,arctic_b0481,1.71,1.78,"L,W,s",substitution,addition,0.4573569893836975,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,THV,arctic_b0481,1.78,1.85,"V,sil,d",deletion,substitution,0.44129878282546997,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,THV,arctic_b0481,3.1,3.2,"L,sil,d",deletion,substitution,0.40643101930618286,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,The task we set ourselves was threefold
test,THV,arctic_b0488,0.48,0.51,"N,NG,s",substitution,deletion,0.6112686395645142,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,THV,arctic_b0488,1.75,1.97,"L,W,s",substitution,addition,0.39214831590652466,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,THV,arctic_b0488,3.43,3.46,"F,B,s",substitution,deletion,0.611203670501709,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,THV,arctic_b0488,4.45,4.53,"ER0,sil,d",deletion,substitution,0.6470187902450562,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves
test,THV,arctic_b0503,1.31263,1.342825,"JH,G,s",substitution,deletion,0.672753632068634,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,THV,arctic_b0503,1.342825,1.565515,"sil,AH,a",addition,substitution,0.8634685277938843,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,THV,arctic_b0503,1.565515,1.66,"sil,S,a",addition,substitution,0.7876913547515869,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,THV,arctic_b0503,3.45,3.52,"R,sil,d",deletion,substitution,0.5869768857955933,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
test,THV,arctic_b0509,0.89,0.92,"L,W,s",substitution,deletion,0.6871927380561829,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,THV,arctic_b0509,1.04,1.17,"Z,S,s",substitution,addition,0.5121227502822876,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,THV,arctic_b0509,1.71,1.74,"AE1,EH,s",substitution,deletion,0.6145802140235901,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,THV,arctic_b0509,1.82,1.88,"D,sil,d",deletion,addition,0.4386504888534546,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,He had fulfilled his duty and paid properly
test,THV,arctic_b0518,0.43,0.54,"R,sil,d",deletion,substitution,0.44597989320755005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,But there was also talk of witchcraft in the village
